kind,version,month,product_key,account_key,vendor_key,units,unit_cost,amount
FCST,FCST-2026-09,2026-10,PANEL-A,7200,V005,905,13.1,11858.36
FCST,FCST-2026-09,2026-10,PANEL-A,7300,V006,905,6.0,5430.0
FCST,FCST-2026-09,2026-10,PANEL-B,7000,V003,389,256.7,99857.6
FCST,FCST-2026-09,2026-10,PANEL-B,7100,V004,389,62.0,24118.0
FCST,FCST-2026-09,2026-10,PANEL-B,7200,V005,389,15.24,5930.3
FCST,FCST-2026-09,2026-10,PANEL-B,7300,V006,389,7.0,2723.0
FCST,FCST-2026-09,2026-10,DRIVE,7000,V003,276,299.59,82685.93
FCST,FCST-2026-09,2026-10,DRIVE,7100,V004,276,70.0,19320.0
FCST,FCST-2026-09,2026-10,DRIVE,7200,V005,276,16.86,4652.53
FCST,FCST-2026-09,2026-10,DRIVE,7300,V006,276,8.0,2208.0
FCST,FCST-2026-09,2026-10,EDGE,7000,V003,69,179.89,12412.52
FCST,FCST-2026-09,2026-10,EDGE,7100,V004,69,48.0,3312.0
FCST,FCST-2026-09,2026-10,EDGE,7200,V005,69,11.37,784.74
FCST,FCST-2026-09,2026-10,EDGE,7300,V006,69,5.0,345.0
FCST,FCST-2026-09,2026-11,PANEL-A,7000,V003,972,220.55,214375.23
FCST,FCST-2026-09,2026-11,PANEL-A,7100,V004,972,55.0,53460.0
FCST,FCST-2026-09,2026-11,PANEL-A,7200,V005,972,14.46,14057.86
FCST,FCST-2026-09,2026-11,PANEL-A,7300,V006,972,6.0,5832.0
FCST,FCST-2026-09,2026-11,PANEL-B,7000,V003,404,261.27,105553.36
FCST,FCST-2026-09,2026-11,PANEL-B,7100,V004,404,62.0,25048.0
FCST,FCST-2026-09,2026-11,PANEL-B,7200,V005,404,16.2,6545.56
FCST,FCST-2026-09,2026-11,PANEL-B,7300,V006,404,7.0,2828.0
FCST,FCST-2026-09,2026-11,DRIVE,7000,V003,288,300.93,86666.53
FCST,FCST-2026-09,2026-11,DRIVE,7100,V004,288,70.0,20160.0
FCST,FCST-2026-09,2026-11,DRIVE,7200,V005,288,18.63,5365.36
FCST,FCST-2026-09,2026-11,DRIVE,7300,V006,288,8.0,2304.0
FCST,FCST-2026-09,2026-11,EDGE,7000,V003,72,186.41,13421.79
FCST,FCST-2026-09,2026-11,EDGE,7100,V004,72,48.0,3456.0
FCST,FCST-2026-09,2026-11,EDGE,7200,V005,72,12.52,901.44
FCST,FCST-2026-09,2026-11,EDGE,7300,V006,72,5.0,360.0
FCST,FCST-2026-09,2026-12,PANEL-A,7000,V003,959,218.09,209147.13
FCST,FCST-2026-09,2026-12,PANEL-A,7100,V004,959,55.0,52745.0
FCST,FCST-2026-09,2026-12,PANEL-A,7200,V005,959,14.93,14315.03
FCST,FCST-2026-09,2026-12,PANEL-A,7300,V006,959,6.0,5754.0
FCST,FCST-2026-09,2026-12,PANEL-B,7000,V003,428,258.52,110647.39
FCST,FCST-2026-09,2026-12,PANEL-B,7100,V004,428,62.0,26536.0
FCST,FCST-2026-09,2026-12,PANEL-B,7200,V005,428,16.86,7215.9
FCST,FCST-2026-09,2026-12,PANEL-B,7300,V006,428,7.0,2996.0
FCST,FCST-2026-09,2026-12,DRIVE,7000,V003,292,294.58,86018.81
FCST,FCST-2026-09,2026-12,DRIVE,7100,V004,292,70.0,20440.0
FCST,FCST-2026-09,2026-12,DRIVE,7200,V005,292,18.8,5488.27
FCST,FCST-2026-09,2026-12,DRIVE,7300,V006,292,8.0,2336.0
FCST,FCST-2026-09,2026-12,EDGE,7000,V003,73,176.84,12908.96
FCST,FCST-2026-09,2026-12,EDGE,7100,V004,73,48.0,3504.0
FCST,FCST-2026-09,2026-12,EDGE,7200,V005,73,13.29,970.51
FCST,FCST-2026-09,2026-12,EDGE,7300,V006,73,5.0,365.0
